age,income,expenses,savings,debt,credit_score,impulse_purchases,num_bank_accounts,financial_goal,time_horizon_months,budget_score,investment_score,loan_knowledge_score,risk_score,literacy_level,recommended_monthly,save_rate,debt_to_income,expense_ratio
40,5000,2778,724,220,761,5,2,Emergency Fund,36,39,55,99,89,1,500,0.145,0.044,0.555
36,54818,48412,7722,10846,733,1,1,Investing,36,58,54,58,0,1,5196,0.141,0.198,0.883
29,59694,47519,14397,12589,578,0,1,Emergency Fund,6,42,52,76,6,1,23526,0.241,0.211,0.796
32,44595,16266,7106,16044,736,3,3,Short Term Savings,12,53,32,43,23,1,3299,0.159,0.36,0.365
48,20794,12582,4387,12175,668,1,3,Short Term Savings,60,56,62,69,43,1,747,0.211,0.585,0.605
54,49037,36191,6783,4994,543,1,2,Debt Repayment,60,85,35,63,0,1,500,0.138,0.102,0.738
54,55747,40084,4318,11009,642,2,1,Debt Repayment,36,31,17,35,10,0,500,0.077,0.197,0.719
32,25135,19014,4517,8854,569,2,2,Short Term Savings,60,74,25,43,16,1,745,0.18,0.352,0.756
46,58679,33709,13632,6035,680,2,1,Debt Repayment,12,75,2,87,38,1,500,0.232,0.103,0.574
43,50490,20476,10778,21530,712,2,2,Investing,12,41,38,78,93,1,14555,0.213,0.426,0.406
19,34519,19983,2265,8360,739,2,1,Short Term Savings,60,60,17,14,63,0,782,0.066,0.242,0.579
37,28846,19867,2679,16434,643,2,1,Investing,60,48,29,75,49,1,3234,0.093,0.57,0.689
32,36422,24226,5058,13764,576,3,1,Emergency Fund,6,62,8,42,27,0,14886,0.139,0.378,0.665
21,20586,7046,3118,4484,553,2,2,Investing,6,96,5,43,42,1,28126,0.151,0.218,0.342
39,45205,15323,2919,19514,703,2,1,Debt Repayment,36,42,93,41,42,1,500,0.065,0.432,0.339
55,51169,44985,3730,25750,727,1,2,Investing,12,65,47,71,58,1,15097,0.073,0.503,0.879
40,63371,24783,12327,30436,693,1,1,Investing,12,41,36,80,54,1,14436,0.195,0.48,0.391
43,45948,21902,8636,7244,581,0,1,Short Term Savings,12,74,29,69,43,1,3181,0.188,0.158,0.477
28,47826,36375,10187,11965,598,1,2,Investing,60,66,53,47,62,1,3111,0.213,0.25,0.761
45,34639,18906,8125,9397,604,0,1,Investing,12,71,45,51,51,1,14759,0.235,0.271,0.546
19,22517,9206,2046,5247,529,0,3,Short Term Savings,12,49,37,42,7,1,3688,0.091,0.233,0.409
25,31401,18223,6836,5856,690,2,1,Debt Repayment,12,37,54,18,17,0,500,0.218,0.186,0.58
46,68561,43972,11873,30965,638,1,1,Emergency Fund,6,28,59,55,27,1,27687,0.173,0.452,0.641
28,52681,30115,12658,386,764,1,2,Emergency Fund,12,60,0,81,77,1,11183,0.24,0.007,0.572
54,48147,40990,3975,8479,572,2,3,Debt Repayment,36,70,45,74,71,1,500,0.083,0.176,0.851
35,5000,2354,410,424,638,4,3,Investing,12,67,54,40,46,1,15353,0.082,0.085,0.471
31,46256,32231,8418,3573,550,3,1,Debt Repayment,36,74,38,45,52,1,500,0.182,0.077,0.697
27,13406,4925,3130,2227,619,1,1,Debt Repayment,12,49,7,51,41,0,500,0.233,0.166,0.367
52,14832,7940,3109,6782,713,2,1,Emergency Fund,36,58,36,48,53,1,1118,0.21,0.457,0.535
26,17072,12711,3196,9929,654,1,2,Emergency Fund,60,13,42,37,65,0,787,0.187,0.582,0.745
52,24543,10673,2677,7578,572,1,1,Investing,12,57,50,60,57,1,15178,0.109,0.309,0.435
28,56667,37052,10488,11525,530,4,1,Debt Repayment,60,94,67,29,31,1,500,0.185,0.203,0.654
29,44531,17458,9095,22154,623,0,2,Emergency Fund,36,63,69,58,42,1,3364,0.204,0.497,0.392
20,21137,7643,4084,851,666,4,2,Emergency Fund,36,100,38,83,54,2,1603,0.193,0.04,0.362
31,28385,17426,4986,1586,715,3,3,Short Term Savings,36,68,53,35,29,1,1216,0.176,0.056,0.614
45,49966,35226,1540,10353,590,0,1,Short Term Savings,12,79,42,53,56,1,3727,0.031,0.207,0.705
28,53956,19856,9266,14516,588,2,1,Investing,60,74,67,56,65,1,3126,0.172,0.269,0.368
42,42672,36299,5547,20427,819,2,1,Debt Repayment,60,76,64,67,49,1,500,0.13,0.479,0.851
38,17050,7424,4111,9465,648,0,1,Short Term Savings,60,66,61,33,76,1,752,0.241,0.555,0.435
27,31749,11810,5068,10120,726,2,1,Investing,12,77,40,10,59,1,14994,0.16,0.319,0.372
32,87619,36941,14009,26056,548,1,1,Emergency Fund,6,49,75,99,66,2,35549,0.16,0.297,0.422
36,15782,6340,3923,2017,675,1,1,Emergency Fund,6,86,59,67,30,2,6203,0.249,0.128,0.402
39,47498,16833,1972,12858,709,2,1,Short Term Savings,36,91,35,28,81,1,1298,0.042,0.271,0.354
38,82416,64177,6886,45673,654,1,1,Short Term Savings,12,67,47,7,64,1,3316,0.084,0.554,0.779
49,34530,20625,5901,8140,510,5,1,Debt Repayment,60,52,27,36,45,0,500,0.171,0.236,0.597
40,76676,40876,7092,9692,577,3,1,Emergency Fund,36,35,56,59,60,1,6025,0.092,0.126,0.533
30,26246,22843,2614,5311,679,4,1,Emergency Fund,60,67,53,25,50,1,1247,0.1,0.202,0.87
22,5000,2613,1126,1543,522,2,1,Emergency Fund,36,59,42,57,71,1,500,0.225,0.309,0.522
21,28414,11370,4354,10204,852,1,1,Emergency Fund,12,47,19,51,46,0,6222,0.153,0.359,0.4
45,24845,11538,1084,6446,741,0,2,Emergency Fund,36,40,59,55,40,1,1985,0.044,0.259,0.464
31,6596,2924,603,3001,529,2,1,Debt Repayment,60,38,51,95,38,1,500,0.091,0.455,0.443
25,31651,18966,1186,11099,671,5,2,Debt Repayment,36,61,12,82,68,1,500,0.037,0.351,0.599
26,59819,28408,8847,23869,656,2,2,Investing,12,69,61,26,59,1,14704,0.148,0.399,0.475
52,28117,17141,1682,14557,737,4,2,Emergency Fund,12,70,38,21,100,1,6359,0.06,0.518,0.61
54,32479,22786,7052,16870,450,3,1,Short Term Savings,36,100,18,27,48,1,1160,0.217,0.519,0.702
38,67410,51661,10299,8231,663,3,1,Emergency Fund,60,74,58,34,10,1,3146,0.153,0.122,0.766
35,25034,18177,842,9362,553,4,1,Short Term Savings,12,82,23,72,62,1,3781,0.034,0.374,0.726
50,52378,22174,4672,22521,685,2,2,Debt Repayment,36,60,4,42,53,0,500,0.089,0.43,0.423
25,5851,2162,946,512,562,1,3,Debt Repayment,6,32,49,41,53,1,500,0.162,0.087,0.369
34,20677,12932,2009,10455,759,3,1,Investing,36,51,25,84,45,1,5351,0.097,0.506,0.625
48,35731,14983,4931,3869,674,1,2,Short Term Savings,36,95,50,55,48,1,1218,0.138,0.108,0.419
51,64182,22525,14707,30779,505,1,2,Investing,12,43,81,63,64,1,14253,0.229,0.48,0.351
23,21749,13402,2185,2107,445,4,2,Investing,36,61,73,15,63,1,5346,0.1,0.097,0.616
39,21508,10669,2091,9572,689,1,2,Debt Repayment,12,60,37,48,31,1,500,0.097,0.445,0.496
31,45447,34252,9477,4039,594,2,1,Investing,12,90,41,37,43,1,14655,0.209,0.089,0.754
20,48657,23769,4540,11059,695,3,2,Emergency Fund,60,70,0,18,86,0,2318,0.093,0.227,0.488
29,19288,17112,731,1660,597,5,1,Emergency Fund,6,72,20,42,79,1,8161,0.038,0.086,0.887
53,29562,22322,1821,4801,746,3,2,Emergency Fund,6,57,71,31,55,1,12409,0.062,0.162,0.755
29,61733,20656,14706,36466,730,3,1,Emergency Fund,36,15,72,65,49,1,4607,0.238,0.591,0.335
19,16399,9926,3848,1059,684,4,1,Investing,12,52,92,49,0,1,15088,0.235,0.065,0.605
19,46829,29856,3357,11420,578,5,1,Emergency Fund,12,59,24,48,48,1,10548,0.072,0.244,0.638
32,29649,21263,4367,12041,603,3,1,Investing,60,63,42,12,34,0,3207,0.147,0.406,0.717
40,68051,40740,3511,3862,629,1,1,Short Term Savings,6,46,15,70,19,1,6641,0.052,0.057,0.599
46,51608,30452,9040,3376,566,1,1,Emergency Fund,36,31,45,7,14,0,3940,0.175,0.065,0.59
34,57611,30001,3607,4952,702,1,1,Short Term Savings,36,75,75,34,63,1,1253,0.063,0.086,0.521
49,29248,13538,919,11318,623,2,1,Investing,6,53,60,42,12,1,28440,0.031,0.387,0.463
24,56490,49017,11847,30821,635,1,2,Emergency Fund,6,59,32,61,35,1,22517,0.21,0.546,0.868
47,55969,27456,5308,27737,608,2,1,Emergency Fund,12,25,44,42,54,0,12507,0.095,0.496,0.491
45,50389,17034,2265,29721,648,0,2,Short Term Savings,12,55,10,26,100,0,3671,0.045,0.59,0.338
31,34347,13751,7274,11914,664,2,1,Investing,12,74,24,72,48,1,14825,0.212,0.347,0.4
47,43252,35222,8449,24951,606,0,1,Investing,36,66,55,7,32,1,5177,0.195,0.577,0.814
34,5000,3259,886,914,631,1,1,Investing,60,51,78,67,82,1,3264,0.177,0.183,0.652
49,75180,57683,17260,19013,612,1,1,Short Term Savings,12,49,45,62,60,1,2518,0.23,0.253,0.767
23,27921,21925,3700,6634,612,2,1,Short Term Savings,36,56,88,44,49,1,1251,0.133,0.238,0.785
41,33302,26439,1646,946,651,0,1,Investing,36,67,80,51,37,1,5360,0.049,0.028,0.794
23,13644,8600,465,6792,445,3,1,Emergency Fund,6,67,67,39,77,1,5781,0.034,0.498,0.63
44,53457,21718,4984,792,762,2,1,Emergency Fund,36,71,46,25,88,1,4199,0.093,0.015,0.406
35,50584,19674,2021,22152,711,4,2,Investing,60,76,43,19,89,1,3245,0.04,0.438,0.389
41,34089,21966,4880,8325,662,2,2,Short Term Savings,60,62,16,23,24,0,739,0.143,0.244,0.644
54,5000,2599,116,18,716,2,1,Investing,6,94,37,18,54,1,28554,0.023,0.004,0.52
41,25768,16358,3145,4482,541,2,1,Short Term Savings,60,73,0,73,45,1,768,0.122,0.174,0.635
55,49200,29475,3003,10217,510,1,2,Investing,60,45,23,66,23,1,3229,0.061,0.208,0.599
51,45028,29777,4714,26063,498,3,1,Debt Repayment,36,66,52,43,11,1,500,0.105,0.579,0.661
32,39075,12475,6848,15498,684,3,1,Investing,60,70,46,0,29,0,3166,0.175,0.397,0.319
28,31521,10077,3174,10280,661,3,1,Investing,12,75,86,34,83,1,15140,0.101,0.326,0.32
39,8427,6176,830,642,678,0,1,Debt Repayment,60,51,9,64,97,1,500,0.098,0.076,0.733
41,59277,24651,14693,13910,724,2,2,Emergency Fund,36,20,93,49,28,1,4409,0.248,0.235,0.416
18,11197,7740,2075,240,460,1,1,Emergency Fund,12,88,51,25,0,1,2424,0.185,0.021,0.691
35,35915,22552,4963,16413,553,2,3,Short Term Savings,6,58,61,39,59,1,6433,0.138,0.457,0.628
29,19302,17160,2958,1885,597,2,1,Debt Repayment,6,18,84,69,99,1,500,0.153,0.098,0.889
45,59873,47972,9737,21354,703,4,3,Short Term Savings,36,54,61,98,55,2,1088,0.163,0.357,0.801
24,51640,28292,1324,21669,661,1,2,Short Term Savings,60,74,0,77,20,1,797,0.026,0.42,0.548
40,32855,22007,1263,7224,860,2,2,Emergency Fund,6,38,96,42,41,1,13900,0.038,0.22,0.67
38,53823,19934,9112,20428,562,0,1,Emergency Fund,36,38,32,24,5,0,4117,0.169,0.38,0.37
51,10165,5406,1055,4661,691,7,1,Emergency Fund,12,55,31,34,76,1,2264,0.104,0.458,0.532
28,38410,28436,1258,4243,726,2,1,Debt Repayment,36,62,67,81,59,2,500,0.033,0.11,0.74
39,18902,12732,1671,6814,767,5,1,Short Term Savings,60,48,21,46,49,0,792,0.088,0.36,0.674
52,60501,35736,3022,26640,633,3,2,Emergency Fund,12,52,56,0,61,0,13729,0.05,0.44,0.591
46,47485,19274,10957,10172,545,1,2,Short Term Savings,6,76,0,0,14,0,5577,0.231,0.214,0.406
45,52998,41438,3533,5167,702,2,2,Emergency Fund,6,60,42,24,39,1,22208,0.067,0.097,0.782
35,28935,13422,1534,4967,673,4,1,Investing,60,30,54,0,79,0,3253,0.053,0.172,0.464
31,54896,43493,9003,30733,696,2,1,Investing,36,83,24,71,16,1,5162,0.164,0.56,0.792
35,17660,11778,2473,3787,758,1,2,Investing,6,56,21,100,75,1,28218,0.14,0.214,0.667
45,20529,10749,3129,1326,630,3,1,Investing,6,41,69,72,43,1,28124,0.152,0.065,0.524
41,36496,11837,4389,1811,566,3,2,Short Term Savings,36,56,44,75,14,1,1232,0.12,0.05,0.324
25,21305,9362,2715,2307,695,1,1,Short Term Savings,12,33,27,73,58,1,3637,0.127,0.108,0.439
25,54192,45165,10790,4146,674,4,1,Debt Repayment,36,60,58,18,87,1,500,0.199,0.077,0.833
21,30530,24142,2154,9068,624,4,1,Emergency Fund,36,70,22,45,37,1,2417,0.071,0.297,0.791
44,18386,11857,2044,3834,569,5,2,Emergency Fund,6,48,0,50,70,0,7587,0.111,0.209,0.645
53,15796,9158,3795,7974,677,4,1,Short Term Savings,12,53,3,93,66,1,3554,0.24,0.505,0.58
22,53947,37130,3436,28518,718,2,1,Debt Repayment,36,48,43,32,45,1,500,0.064,0.529,0.688
50,5000,2898,437,1419,522,4,2,Debt Repayment,12,74,37,67,73,1,500,0.087,0.284,0.579
51,19779,13579,1267,10544,653,4,1,Investing,12,55,36,31,64,1,15287,0.064,0.533,0.687
47,68058,32970,1681,18394,697,1,1,Debt Repayment,60,48,53,19,11,1,500,0.025,0.27,0.484
25,33112,26592,2717,12753,794,3,2,Investing,60,62,0,21,19,0,3234,0.082,0.385,0.803
43,54329,39179,1667,5298,655,3,2,Short Term Savings,12,54,58,8,45,1,3717,0.031,0.098,0.721
54,48549,24176,2698,1531,774,1,1,Debt Repayment,36,57,26,47,76,1,500,0.056,0.032,0.498
51,36182,28887,3741,3475,717,2,2,Short Term Savings,12,43,46,69,43,1,3558,0.103,0.096,0.798
24,6821,4040,168,1030,718,3,2,Debt Repayment,60,72,63,100,100,2,500,0.025,0.151,0.592
45,13482,5457,2604,6074,585,2,1,Investing,12,51,80,68,73,1,15184,0.193,0.45,0.405
45,13145,4556,2668,1368,848,1,1,Investing,36,54,21,28,37,0,5333,0.203,0.104,0.347
31,49641,35729,5690,3891,654,1,1,Debt Repayment,12,63,68,76,6,1,500,0.115,0.078,0.72
55,53391,43731,13159,29715,666,3,2,Short Term Savings,6,99,59,70,48,2,5263,0.246,0.557,0.819
21,22423,17590,3950,9267,651,1,2,Debt Repayment,6,76,40,46,55,1,500,0.176,0.413,0.784
35,38424,26642,7341,10911,749,1,3,Debt Repayment,60,46,58,23,58,1,500,0.191,0.284,0.693
42,40162,15455,2579,2288,806,4,2,Investing,36,34,32,6,61,0,5335,0.064,0.057,0.385
24,41563,14814,8836,21241,702,2,1,Short Term Savings,60,66,17,29,34,0,674,0.213,0.511,0.356
55,24760,12553,5877,1608,619,3,3,Debt Repayment,12,48,72,52,78,1,500,0.237,0.065,0.507
45,72761,59150,5409,26676,785,1,1,Investing,12,55,39,84,24,1,14968,0.074,0.367,0.813
22,53557,46971,9527,21455,549,3,2,Short Term Savings,12,56,89,29,80,1,3113,0.178,0.401,0.877
20,41461,18442,7952,9954,594,0,1,Emergency Fund,6,57,82,53,26,1,16633,0.192,0.24,0.445
48,29623,22432,2671,16195,538,3,2,Emergency Fund,36,55,13,63,53,1,2329,0.09,0.547,0.757
37,23328,15030,3015,709,620,2,2,Debt Repayment,12,50,86,32,66,1,500,0.129,0.03,0.644
36,47957,15302,2035,23540,730,1,1,Investing,36,17,41,18,61,0,5350,0.042,0.491,0.319
28,30524,19100,1825,10142,632,1,2,Emergency Fund,12,63,56,49,26,1,6903,0.06,0.332,0.626
20,42674,33437,1457,15649,654,1,2,Debt Repayment,60,72,53,23,25,1,500,0.034,0.367,0.784
40,5000,2328,744,2960,679,2,1,Investing,60,41,20,11,13,0,3266,0.149,0.592,0.466
24,29404,24652,4816,10279,631,2,1,Debt Repayment,60,74,35,88,17,1,500,0.164,0.35,0.838
40,37818,16706,8724,18085,560,3,1,Debt Repayment,36,66,75,34,14,1,500,0.231,0.478,0.442
24,59356,20530,8588,5467,517,2,3,Debt Repayment,36,62,52,61,82,1,500,0.145,0.092,0.346
51,21553,8534,1722,10465,754,3,3,Investing,60,63,12,56,95,1,3250,0.08,0.486,0.396
36,10283,8249,346,4695,599,2,1,Short Term Savings,60,74,69,19,61,1,814,0.034,0.457,0.802
26,48894,26910,10929,28400,595,2,1,Debt Repayment,12,70,15,56,64,1,500,0.224,0.581,0.55
35,38718,30129,5038,21737,530,2,1,Investing,36,28,68,57,67,1,5269,0.13,0.561,0.778
42,5559,3439,1053,713,639,2,2,Emergency Fund,60,85,83,53,44,2,500,0.189,0.128,0.619
31,6556,3857,153,1828,693,4,2,Emergency Fund,36,71,19,50,35,1,527,0.023,0.279,0.588
42,27062,21220,3579,14799,620,1,1,Short Term Savings,6,40,73,63,45,1,6631,0.132,0.547,0.784
36,38325,21235,3637,14734,678,2,1,Short Term Savings,36,24,69,61,6,1,1253,0.095,0.384,0.554
32,67785,52954,1828,18859,491,2,1,Short Term Savings,12,35,89,65,51,1,3705,0.027,0.278,0.781
33,18377,6623,3646,1201,663,1,1,Debt Repayment,36,84,15,19,100,0,500,0.198,0.065,0.36
44,50775,34617,7005,10716,617,0,2,Emergency Fund,36,57,12,6,45,0,3927,0.138,0.211,0.682
27,5000,3607,483,1995,534,1,1,Investing,6,75,29,36,39,1,28502,0.097,0.399,0.721
21,47219,39638,9695,22011,520,7,1,Debt Repayment,12,100,16,47,64,1,500,0.205,0.466,0.839
36,70131,30478,8611,18816,581,1,2,Emergency Fund,60,36,100,69,35,1,3307,0.123,0.268,0.435
45,42834,28378,891,1435,552,0,1,Emergency Fund,12,36,46,99,21,1,9816,0.021,0.034,0.662
38,26636,14914,6318,10119,677,3,1,Short Term Savings,36,59,47,31,28,1,1180,0.237,0.38,0.56
31,64650,34242,5094,35748,684,3,1,Debt Repayment,12,65,85,79,85,2,983,0.079,0.553,0.53
50,46977,17100,9913,13991,663,0,3,Investing,6,75,30,51,38,1,27155,0.211,0.298,0.364
27,43071,16390,8949,23992,680,2,2,Short Term Savings,6,41,56,34,15,1,5864,0.208,0.557,0.381
36,19645,15759,1126,4173,524,0,1,Emergency Fund,6,46,5,59,67,0,8258,0.057,0.212,0.802
47,47275,35449,6099,25141,690,4,1,Emergency Fund,6,87,37,59,57,1,19389,0.129,0.532,0.75
39,26305,13925,769,12410,703,2,2,Debt Repayment,6,68,88,56,32,2,776,0.029,0.472,0.529
20,46228,36847,4694,26675,671,0,1,Investing,60,66,77,84,62,2,3201,0.102,0.577,0.797
54,40970,14276,7707,19444,642,3,1,Debt Repayment,12,51,56,35,67,1,500,0.188,0.475,0.348
35,61682,41626,4596,11897,590,2,1,Investing,12,86,41,58,20,1,15031,0.075,0.193,0.675
28,28479,23378,1336,15388,677,1,1,Investing,36,81,46,6,74,1,5369,0.047,0.54,0.821
19,37013,29733,5057,14873,619,3,1,Emergency Fund,60,59,56,11,42,1,1737,0.137,0.402,0.803
29,55966,29307,8031,5442,723,2,2,Emergency Fund,36,26,0,47,8,0,4320,0.143,0.097,0.524
23,35279,26358,6189,972,672,2,1,Short Term Savings,12,78,86,30,10,1,3370,0.175,0.028,0.747
46,39569,22019,7700,8685,636,0,2,Investing,36,70,6,80,32,1,5197,0.195,0.219,0.556
47,31865,25622,5736,15044,622,3,1,Debt Repayment,6,61,15,70,56,1,500,0.18,0.472,0.804
19,36727,22714,7875,13623,637,2,1,Emergency Fund,60,83,0,61,68,1,1677,0.214,0.371,0.618
26,53419,40540,3807,16895,637,5,1,Debt Repayment,36,69,62,46,43,1,500,0.071,0.316,0.759
19,76718,26632,11587,171,643,0,3,Investing,60,54,93,24,7,1,3088,0.151,0.002,0.347
46,6429,4204,661,1679,546,1,1,Debt Repayment,60,80,12,0,80,0,500,0.103,0.261,0.654
50,14699,9262,3546,1391,669,1,1,Debt Repayment,12,64,30,29,81,1,500,0.241,0.095,0.63
27,37170,24754,4507,10137,663,1,2,Investing,60,78,31,58,55,1,3204,0.121,0.273,0.666
51,40992,29407,9868,24392,555,0,1,Short Term Savings,60,62,25,21,38,0,657,0.241,0.595,0.717
25,35646,30329,7018,18811,668,1,1,Debt Repayment,12,71,41,85,40,1,500,0.197,0.528,0.851
54,28934,22319,5359,5392,649,3,2,Short Term Savings,36,89,40,52,2,1,1206,0.185,0.186,0.771
50,15352,6628,2042,5466,583,1,1,Investing,6,87,66,66,39,2,28279,0.133,0.356,0.432
23,27784,22103,3389,8370,698,0,1,Debt Repayment,36,49,44,85,15,1,500,0.122,0.301,0.796
36,56344,21030,7950,4396,757,2,1,Short Term Savings,6,78,8,25,56,0,6007,0.141,0.078,0.373
49,41861,28185,3664,24860,604,1,1,Emergency Fund,12,47,77,42,32,1,9378,0.088,0.594,0.673
44,53511,44395,12202,13650,658,1,1,Investing,36,75,80,65,92,2,5075,0.228,0.255,0.83
18,15931,5745,3229,4833,749,2,1,Emergency Fund,36,57,31,11,84,0,1204,0.203,0.303,0.361
50,68882,55781,14074,26764,474,0,1,Emergency Fund,12,29,67,59,23,1,14813,0.204,0.389,0.81
49,28762,22410,3440,3305,801,3,1,Emergency Fund,6,65,74,79,34,2,11835,0.12,0.115,0.779
22,49504,29814,1799,6600,656,2,2,Emergency Fund,36,81,43,64,57,1,3965,0.036,0.133,0.602
34,37498,18199,6641,4332,710,0,2,Short Term Savings,6,72,33,56,58,1,6194,0.177,0.116,0.485
25,29199,15862,3098,6735,513,2,1,Investing,12,42,83,13,69,1,15146,0.106,0.231,0.543
51,48656,42875,10714,5829,540,2,1,Investing,60,65,43,47,48,1,3103,0.22,0.12,0.881
26,52010,21897,10374,28909,572,5,1,Investing,12,57,74,16,0,1,14586,0.199,0.556,0.421
40,93760,60734,5009,40184,565,0,1,Short Term Savings,60,76,100,48,40,2,737,0.053,0.429,0.648
52,52785,18471,8360,28435,463,1,2,Short Term Savings,36,80,66,50,41,1,1125,0.158,0.539,0.35
24,52485,22607,9405,26719,554,0,1,Emergency Fund,12,34,9,30,54,0,11388,0.179,0.509,0.431
32,62897,47675,9476,26535,583,0,2,Emergency Fund,6,61,23,82,72,1,25602,0.151,0.422,0.758
37,50637,24384,6999,7375,535,1,1,Debt Repayment,12,41,22,15,74,0,500,0.138,0.146,0.482
42,39225,34967,2840,14481,769,4,2,Investing,6,63,56,100,62,2,28165,0.072,0.369,0.891
20,46514,27931,3454,5199,700,1,3,Debt Repayment,36,32,0,68,44,0,500,0.074,0.112,0.6
41,57096,34824,11227,4538,591,3,2,Short Term Savings,6,58,45,70,54,1,5539,0.197,0.079,0.61
51,67815,21822,1647,25738,696,2,1,Debt Repayment,60,65,26,52,33,1,500,0.024,0.38,0.322
39,9786,8552,1948,3667,676,0,1,Emergency Fund,12,14,0,9,78,0,2108,0.199,0.375,0.874
28,5000,2022,705,469,512,0,1,Short Term Savings,6,54,43,32,40,1,7042,0.141,0.094,0.404
25,66967,41720,15759,14160,684,4,2,Short Term Savings,60,30,8,41,49,0,561,0.235,0.211,0.623
52,24050,12924,5997,956,616,2,1,Emergency Fund,12,76,23,44,2,1,5088,0.249,0.04,0.537
55,6841,3758,1180,2937,705,0,1,Emergency Fund,36,21,64,31,44,0,522,0.172,0.429,0.549
25,5000,3429,574,2962,563,6,1,Investing,60,52,39,90,76,1,3269,0.115,0.592,0.686
54,76036,53016,9829,33755,693,1,2,Emergency Fund,6,86,73,25,48,1,31182,0.129,0.444,0.697
44,57552,22593,3854,29149,734,2,3,Debt Repayment,6,39,65,42,38,1,1531,0.067,0.506,0.393
45,24098,14452,1031,6887,681,7,2,Debt Repayment,6,45,73,24,88,1,500,0.043,0.286,0.6
51,24924,19298,3816,1429,506,2,1,Investing,12,58,76,44,24,1,15091,0.153,0.057,0.774
49,41097,23259,8435,17916,846,3,1,Emergency Fund,36,61,35,0,28,0,3104,0.205,0.436,0.566
32,57187,22845,4586,8801,697,3,1,Debt Repayment,60,13,38,36,13,0,500,0.08,0.154,0.399
34,34119,16647,3975,7948,630,2,1,Debt Repayment,36,54,19,75,82,1,500,0.117,0.233,0.488
50,24279,10377,3583,10242,699,2,3,Emergency Fund,60,73,54,52,4,1,1135,0.148,0.422,0.427
33,62700,23543,14346,34037,818,3,1,Investing,6,100,47,11,46,1,26522,0.229,0.543,0.375
46,39483,20789,2048,11519,536,2,3,Emergency Fund,60,44,17,56,38,0,1908,0.052,0.292,0.527
26,36167,22588,2693,20867,737,3,2,Emergency Fund,36,54,47,61,50,1,2859,0.074,0.577,0.625
50,51842,17815,11989,16171,636,2,2,Debt Repayment,60,68,68,56,80,1,500,0.231,0.312,0.344
46,5000,3311,145,367,624,1,1,Debt Repayment,60,43,36,58,40,1,500,0.029,0.073,0.662
30,49482,44326,8456,15391,629,0,2,Debt Repayment,60,89,47,88,40,2,500,0.171,0.311,0.896
38,48218,42358,8056,24898,482,1,1,Investing,6,59,53,79,16,1,27420,0.167,0.516,0.878
38,12421,9905,1343,4009,688,1,3,Debt Repayment,36,64,58,30,61,1,500,0.108,0.323,0.797
22,5000,2299,638,2243,455,3,2,Emergency Fund,12,70,59,35,48,1,1104,0.128,0.449,0.46
27,28712,8999,6219,9439,608,3,1,Investing,12,25,35,29,51,0,14906,0.217,0.329,0.313
23,43659,34932,2529,14304,609,4,2,Emergency Fund,12,65,0,53,81,0,9880,0.058,0.328,0.8
30,45697,15236,3347,7807,619,2,2,Debt Repayment,60,47,29,65,56,1,500,0.073,0.171,0.333
18,74080,31363,10211,8945,477,1,2,Investing,6,42,33,14,15,0,27112,0.138,0.121,0.423
37,43668,27365,4988,7307,721,1,1,Investing,60,69,78,56,31,1,3196,0.114,0.167,0.627
25,12023,4893,1828,3180,502,3,1,Short Term Savings,60,82,16,30,100,1,789,0.152,0.264,0.407
27,34980,27993,8108,16991,575,0,2,Debt Repayment,12,59,81,21,72,1,500,0.232,0.486,0.8
26,14027,10748,3239,6976,606,2,2,Investing,12,90,58,52,34,1,15135,0.231,0.497,0.766
20,36417,27438,2654,3569,624,2,1,Short Term Savings,6,55,64,96,23,2,6763,0.073,0.098,0.753
28,68178,53838,6101,22615,680,2,1,Short Term Savings,36,25,27,49,8,0,1186,0.089,0.332,0.79
29,49184,21238,2817,12277,651,1,1,Emergency Fund,6,36,19,74,66,1,20676,0.057,0.25,0.432
27,25584,18863,5971,8764,804,2,1,Short Term Savings,12,90,86,54,43,2,3386,0.233,0.343,0.737
42,51846,26605,5781,20146,677,2,1,Investing,12,95,20,46,35,1,14939,0.112,0.389,0.513
42,24444,17113,3017,4100,672,2,1,Investing,12,67,21,62,54,1,15152,0.123,0.168,0.7
28,5000,1866,1023,2757,603,3,2,Emergency Fund,60,47,11,35,69,0,500,0.205,0.551,0.373
53,15330,11088,2115,8604,674,2,1,Emergency Fund,12,53,10,12,24,0,3375,0.138,0.561,0.723
43,49168,43428,2337,3108,610,0,1,Short Term Savings,6,59,48,16,100,1,6809,0.048,0.063,0.883
31,55446,18084,6692,23387,611,1,3,Investing,36,60,78,45,20,1,5224,0.121,0.422,0.326
18,74352,26491,12269,1482,900,4,2,Emergency Fund,12,71,49,58,59,1,16214,0.165,0.02,0.356
21,46823,17520,8681,1308,773,2,1,Debt Repayment,12,66,58,55,41,1,500,0.185,0.028,0.374
47,66943,37376,11275,38470,580,5,1,Short Term Savings,12,36,66,33,50,1,2978,0.168,0.575,0.558
29,52601,24957,2493,21929,701,2,1,Emergency Fund,6,37,0,49,91,0,22187,0.047,0.417,0.474
52,58748,46067,5287,11439,671,4,2,Short Term Savings,12,70,50,36,76,1,3439,0.09,0.195,0.784
30,62034,36244,11707,24933,596,0,2,Emergency Fund,60,52,55,17,6,1,2858,0.189,0.402,0.584
